KHID	KYID	Family_Name	Source
Jun.3	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Jun.4	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Gli1/2/3.2	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Gli1/2/3.3	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Tbx2/3.3	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx2/3.4	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Creb3l1/2.1	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Atf2/7.2	KH2013:KH.C7.556	KY2019:KY.Chr7.484	bZIP	CisBP
Klf12/3/8.4	KH2013:KH.C9.652	KY2019:KY.Chr9.200	Zinc finger	CisBP
Ybx1/2	KH2013:KH.C1.264	KY2019:KY.Chr1.945	CSD	CisBP
Foxn2/3	KH2013:KH.L13.24	KY2019:KY.Chr3.371	Forkhead	CisBP
Isl1/2.2	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
Pbx1/2/3/4.3	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Nkx6-1/2/3.2	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Pou2f1/2.3	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.4	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Runx1/2/3	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Tead1/3/4	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tbp.1	KH2013:KH.C10.305	KY2019:KY.Chr10.178	TBP	CisBP
Cr848757.1.1	KH2013:KH.C8.314	KY2019:KY.Chr8.475	ARID/BRIGHT	CisBP
Cr848757.1.2	KH2013:KH.C8.314	KY2019:KY.Chr8.475	ARID/BRIGHT	CisBP
Cr848757.1.3	KH2013:KH.C8.314	KY2019:KY.Chr8.475	ARID/BRIGHT	CisBP
Cr848757.1.4	KH2013:KH.C8.314	KY2019:KY.Chr8.475	ARID/BRIGHT	CisBP
Tfap4.2	KH2013:KH.C14.448	KY2019:KY.Chr14.930	bHLH	CisBP
Arnt/2	KH2013:KH.C5.213	KY2019:KY.Chr5.617	bHLH	CisBP
Arnt/2.1	KH2013:KH.C5.213	KY2019:KY.Chr5.617	bHLH	CisBP
Atf1.6	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf1.7	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf2/7.3	KH2013:KH.C7.556	KY2019:KY.Chr7.484	bZIP	CisBP
Atf3.3	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Creb3l1/2.2	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Maf.3	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Jun.5	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Atf1.8	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Jun.6	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Atf2/7.4	KH2013:KH.C7.556	KY2019:KY.Chr7.484	bZIP	CisBP
Jun.7	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Ybx1/2.1	KH2013:KH.C1.264	KY2019:KY.Chr1.945	CSD	CisBP
Kdm2b	KH2013:KH.C6.125	KY2019:KY.Chr6.467	CxxC	CisBP
Dmrta1/2.1	KH2013:KH.S544.3	KY2019:KY.Chr5.698	DM	CisBP
E2F7/8.1	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
Foxm1.2	KH2013:KH.C4.504	KY2019:KY.Chr4.979	Forkhead	CisBP
Dmbx1.1	KH2013:KH.C1.1212	KY2019:KY.Chr1.2439	Homeodomain	CisBP
Hmx1/3.4	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Hoxb2/3.16	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Pou2f1/2/3	KH2013:KH.C4.85	KY2019:KY.Chr4.359	Homeodomain	CisBP
Six3/4/6.6	KH2013:KH.C10.367	KY2019:KY.Chr10.279	Homeodomain	CisBP
Pbx1/2/3/4.4	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Six4.5	KH2013:KH.C3.83	KY2019:KY.Chr3.1139	Homeodomain	CisBP
Hmx1/3.5	KH2013:KH.C8.709	KY2019:KY.Chr8.969	Homeodomain	CisBP
Dmbx1.2	KH2013:KH.C1.1212	KY2019:KY.Chr1.2439	Homeodomain	CisBP
Six3/4/6.7	KH2013:KH.C10.367	KY2019:KY.Chr10.279	Homeodomain	CisBP
Bsh_chick.3	KH2013:KH.C3.142	KY2019:KY.Chr3.681	Homeodomain	CisBP
Nub	KH2013:KH.C12.152	KY2019:KY.Chr12.292	Homeodomain	CisBP
Nkx6-1/2/3.3	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Pax7	KH2013:KH.C4.754	KY2019:KY.Chr4.548	Homeodomain	CisBP
Nkx6-1/2/3.4	KH2013:KH.C5.502	KY2019:KY.Chr5.29	Homeodomain	CisBP
Cdx1/2/4.3	KH2013:KH.C14.408	KY2019:KY.Chr14.625	Homeodomain	CisBP
Ceh-31.1	KH2013:KH.L171.10	KY2019:KY.Chr1.1187	Homeodomain	CisBP
KH.C10.174.7	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Phox2b.1	KH2013:KH.L97.2	KY2019:KY.Chr11.115	Homeodomain	CisBP
Cdx1/2/4.4	KH2013:KH.C14.408	KY2019:KY.Chr14.625	Homeodomain	CisBP
Pou2f1/2/3.1	KH2013:KH.C4.85	KY2019:KY.Chr4.359	Homeodomain	CisBP
Pou2f1/2/3.2	KH2013:KH.C4.85	KY2019:KY.Chr4.359	Homeodomain	CisBP
Hnf4a.2	KH2013:KH.C3.84	KY2019:KY.Chr3.849	Nuclear receptor	CisBP
Hnf4a.3	KH2013:KH.C3.84	KY2019:KY.Chr3.849	Nuclear receptor	CisBP
Pou2f1/2.5	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.6	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.7	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Rfx/1/2/3.3	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.4	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.5	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.6	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.7	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.8	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.9	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.10	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.11	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.12	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Gmeb1/2.2	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.3	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.4	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.5	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.6	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.7	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.8	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.9	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.10	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Ssrp/1.2	KH2013:KH.C3.152	KY2019:KY.Chr3.1078	Sox	CisBP
Tbx2/3.5	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx2/3.6	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx20.1	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Gli1/2/3.4	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Gli1/2/3.5	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Gli1/2/3.6	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Tcf7l1/2.5	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Pbx1/2/3/4.5	KH2013:KH.S215.9	KY2019:KY.Chr13.445	Homeodomain	CisBP
Pax6.11	KH2013:KH.C9.68	KY2019:KY.Chr9.1034	Paired box	CisBP
Cdc5l	KH2013:KH.C1.410	KY2019:KY.Chr1.1711	Myb/SANT	CisBP
Gli1/2/3.7	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Gata2/3.9	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.10	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
KH.C10.174.8	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.9	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Mef2d	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Rfx/1/2/3.13	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Runx1/2/3.1	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Tfap2c.4	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.5	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.6	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.7	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.8	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.9	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.10	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.11	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.12	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.13	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.14	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
Tfap2c.15	KH2013:KH.C7.43	KY2019:KY.Chr7.1173	AP-2	CisBP
KH.C10.106	KH2013:KH.C10.106	KY2019:KY.Chr10.837	bHLH	CisBP
Tfap4.3	KH2013:KH.C14.448	KY2019:KY.Chr14.930	bHLH	CisBP
Tfap4.4	KH2013:KH.C14.448	KY2019:KY.Chr14.930	bHLH	CisBP
Mafg/1/2	KH2013:KH.C12.343	KY2019:KY.Chr12.534	bZIP	CisBP
Atf3.4	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Atf3.5	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Atf3.6	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Atf3.7	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Creb3l1/2.3	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.4	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.5	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.6	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.7	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.8	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Maf.4	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.5	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.6	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.7	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.8	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Atf3.8	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Atf3.9	KH2013:KH.L5.5	KY2019:KY.Chr10.1341	bZIP	CisBP
Creb3l1/2.9	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.10	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Atf2/7.5	KH2013:KH.C7.556	KY2019:KY.Chr7.484	bZIP	CisBP
Maf.9	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.10	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Maf.11	KH2013:KH.C12.675	KY2019:KY.Chr12.532	bZIP	CisBP
Gli1/2/3.8	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
Gli1/2/3.9	KH2013:KH.C7.334	KY2019:KY.Chr7.440	Zinc finger	CisBP
E2F7/8.2	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
E2F7/8.3	KH2013:KH.C14.142	KY2019:KY.Chr14.441	E2F	CisBP
Gata2/3.11	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.12	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.13	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.14	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Hoxc10/11	KH2013:KH.C1.414	KY2019:KY.Chr1.525	Homeodomain	CisBP
Hoxc10/11.1	KH2013:KH.C1.414	KY2019:KY.Chr1.525	Homeodomain	CisBP
Hoxb2/3.17	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.18	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.19	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.20	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
KH.C10.174.10	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hoxb2/3.21	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.22	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.23	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.24	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.25	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.26	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.27	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.28	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.29	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.30	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
KH.C10.174.11	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.12	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hnf1a.5	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
KH.C10.174.13	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hoxc10/11.2	KH2013:KH.C1.414	KY2019:KY.Chr1.525	Homeodomain	CisBP
Isl1/2.3	KH2013:KH.L152.2	KY2019:KY.Chr4.1318	Homeodomain	CisBP
KH.C10.174.14	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.15	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.16	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hoxb2/3.31	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.32	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.33	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hnf1a.6	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
Hnf1a.7	KH2013:KH.C12.461	KY2019:KY.Chr12.632	Homeodomain	CisBP
Hoxb2/3.34	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.35	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.36	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.37	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
KH.C10.174.17	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.18	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.19	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Hoxb2/3.38	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
Hoxb2/3.39	KH2013:KH.L132.17	KY2019:KY.Chr1.2558	Homeodomain	CisBP
KH.C10.174.20	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
KH.C10.174.21	KH2013:KH.C10.174	KY2019:KY.Chr10.902	Homeodomain	CisBP
Pax6.12	KH2013:KH.C9.68	KY2019:KY.Chr9.1034	Paired box	CisBP
KH.C10.150.9	KH2013:KH.C10.150	KY2019:KY.Chr10.303	Paired box	CisBP
KH.C10.150.10	KH2013:KH.C10.150	KY2019:KY.Chr10.303	Paired box	CisBP
KH.C10.150.11	KH2013:KH.C10.150	KY2019:KY.Chr10.303	Paired box	CisBP
Mef2d.1	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.2	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Mef2d.3	KH2013:KH.S455.6	KY2019:KY.Chr10.19	MADS box	CisBP
Nr5a1/2/5.2	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.3	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.4	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.5	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.6	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.7	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.8	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.9	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.10	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.11	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.12	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Nr5a1/2/5.13	KH2013:KH.C6.10	KY2019:KY.Chr6.223	Nuclear receptor	CisBP
Pou2f1/2.8	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.9	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Pou2f1/2.10	KH2013:KH.C12.116	KY2019:KY.Chr12.443	Paired box	CisBP
Rfx/1/2/3.14	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.15	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.16	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.17	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.18	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.19	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.20	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.21	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Rfx/1/2/3.22	KH2013:KH.C5.399	KY2019:KY.Chr5.751	RFX	CisBP
Runx1/2/3.2	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.3	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.4	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.5	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.6	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.7	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Runx1/2/3.8	KH2013:KH.C12.38	KY2019:KY.Chr12.824	Runt	CisBP
Gmeb1/2.11	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.12	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.13	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Gmeb1/2.14	KH2013:KH.C14.455	KY2019:KY.Chr14.492	SAND	CisBP
Nfic	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.1	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.2	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.3	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.4	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.5	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Nfic.6	KH2013:KH.C5.641	KY2019:KY.Chr5.326	SMAD	CisBP
Smad2/3.1	KH2013:KH.C12.26	KY2019:KY.Chr12.69	SMAD	CisBP
Tcf7l1/2.6	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.7	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tcf7l1/2.8	KH2013:KH.C6.71	KY2019:KY.Chr6.60	Sox	CisBP
Tbx2/3.7	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx2/3.8	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx20.2	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx20.3	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx2/3.9	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx2/3.10	KH2013:KH.L96.87	KY2019:KY.Chr4.1104	T-box	CisBP
Tbx19.2	KH2013:KH.S1404.1	KY2019:KY.Chr12.6	T-box	CisBP
Tbx20.4	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx20.5	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx20.6	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx20.7	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tbx20.8	KH2013:KH.C1.224	KY2019:KY.Chr1.1392	T-box	CisBP
Tead1/3/4.1	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.2	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.3	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.4	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tead1/3/4.5	KH2013:KH.C14.426	KY2019:KY.Chr14.573	TEA	CisBP
Tfap4.5	KH2013:KH.C14.448	KY2019:KY.Chr14.930	bHLH	CisBP
Mafg/1/2.1	KH2013:KH.C12.343	KY2019:KY.Chr12.534	bZIP	CisBP
Mafg/1/2.2	KH2013:KH.C12.343	KY2019:KY.Chr12.534	bZIP	CisBP
Jun.8	KH2013:KH.C5.610	KY2019:KY.Chr5.536	bZIP	CisBP
Creb3l1/2.11	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.12	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Creb3l1/2.13	KH2013:KH.L108.4	KY2019:KY.Chr2.2188	bZIP	CisBP
Atf1.9	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Atf1.10	KH2013:KH.C1.26	KY2019:KY.Chr1.2051	bZIP	CisBP
Zic1/2/3	KH2013:KH.C1.727	KY2019:KY.Chr1.1698	Zinc finger	CisBP
Ebf1/2/3/4.1	KH2013:KH.L24.10	KY2019:KY.Chr1.724	EBF1	CisBP
Foxp1/2/4.2	KH2013:KH.C7.207	KY2019:KY.Chr7.474	Forkhead	CisBP
Gata2/3.15	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.16	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.17	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.18	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.19	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.20	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
Gata2/3.21	KH2013:KH.S696.1	KY2019:KY.Chr4.1344	Zinc finger	CisBP
